Sold-to party,Purchase order date,Sale Amount,Product Name/ID
1023007,10/3/2019,4614.77,207576-01
1007531,10/3/2019,975,21210969
1023007,10/3/2019,4614.77,2200-66700-019
1009326,10/4/2019,201.6,21210892
1007677,10/3/2019,45.9,21267538
1007677,10/3/2019,229.9,21210892
1007429,10/4/2019,1872.57,2200-48450-025
1024638,10/3/2019,1103.98,253606
1009326,10/4/2019,10.84,21267538
1007429,10/4/2019,1872.57,2200-48450-025
1007429,10/4/2019,1000.16,2200-48500-025
1007429,10/4/2019,1872.57,2200-66070-001
1007429,10/4/2019,1000.16,2200-48500-025
1009326,10/4/2019,13.5,21267538
1007429,10/4/2019,1872.57,2200-66070-001
1007429,10/4/2019,207.65,2200-48450-025
1009326,10/4/2019,29.7,21267538
1007429,10/4/2019,207.65,2200-48450-025
1016429,10/3/2019,459.63,271632
1024638,10/3/2019,228.6,239005
1021188,10/3/2019,2000,207576-01
1020034,10/3/2019,7566.4,2200-63880-101
1010438,10/4/2019,262.08,21210892
1039952,10/3/2019,339.2,20952078
1010533,10/4/2019,159.6,21210874
1010438,10/4/2019,41.76,21210892
1022092,10/3/2019,33.65,275618
1010533,10/4/2019,14.8,21210874
1005696,10/3/2019,57.12,21267538
1021258,10/3/2019,36.74,209747-101
1010249,10/4/2019,930.92,21210874
1005696,10/3/2019,211.38,21267538
1007429,10/7/2019,37.47,2200-48560-012
1007424,10/4/2019,354,21210874
1007429,10/7/2019,37.47,2200-48560-012
1008027,10/4/2019,28.71,21210892
1015746,10/3/2019,61.9,275618
1005696,10/3/2019,211.38,21210874
1021843,10/3/2019,107.1,202652-03
1010862,10/4/2019,81.9,21210892
1025356,10/4/2019,104.8,21210892
1010438,10/4/2019,208,21210892
1010862,10/4/2019,81.9,21210892
1005696,10/3/2019,111.56,21210874
1009326,10/4/2019,37.8,21267538
1010862,10/4/2019,53.82,21210892
1005696,10/3/2019,111.56,21267538
1010438,10/4/2019,47.2,21210874
1034137,10/4/2019,26.1,21210892
1010438,10/4/2019,78.3,21210892
1014340,10/4/2019,44.25,21210874
1005696,10/3/2019,71.75,21210874
1010533,10/4/2019,17.7,21210874
1019337,10/3/2019,37.52,209745-101
1015121,10/3/2019,29.5,21210874
1014340,10/4/2019,14.75,21210874
1010438,10/4/2019,284.96,21210892
1015121,10/3/2019,29.5,21210874
1010533,10/4/2019,11.8,21210874
1015121,10/3/2019,59,21210874
1014340,10/4/2019,14.75,21210874
1007464,10/4/2019,390,21210892
1010438,10/4/2019,224.64,21210892
1007429,10/4/2019,207.65,2200-48450-025
1007429,10/4/2019,207.65,2200-48450-025
1007429,10/7/2019,245.12,2200-48450-025
1010533,10/4/2019,14.75,21210874
1014340,10/4/2019,29.5,21210874
1007429,10/7/2019,245.12,2200-48450-025
1007429,10/7/2019,245.12,2200-48560-012
1008027,10/4/2019,15.66,21210892
1007429,10/7/2019,245.12,2200-48560-012
1014340,10/4/2019,14.75,21210874
1008027,10/4/2019,7.83,21210892
1010043,10/4/2019,50.7,21210969
1025356,10/4/2019,39.15,21210892
1021123,10/3/2019,87.87,201852-02
1014340,10/4/2019,186.2,21210874
1025356,10/4/2019,26.1,21210892
1021123,10/3/2019,87.87,27019-01
1014593,10/4/2019,104.4,21210892
1007523,10/4/2019,303.75,21267538
1007864,10/4/2019,50.32,21210874
1021259,10/3/2019,53.6,207576-01
1023384,10/3/2019,156.28,275654
1014340,10/4/2019,35.4,21210874
1007401,10/4/2019,512.64,21210874
1007864,10/4/2019,1102.6,21210874
1007429,10/5/2019,1249.62,2200-66070-001
1007429,10/5/2019,1249.62,2200-66070-001
1017437,10/3/2019,663.5,10033
1009326,10/4/2019,128,21267538
1007864,10/4/2019,29.6,21210874
1007560,10/4/2019,1001,21210876
1014340,10/4/2019,59,21210874
1010438,10/4/2019,117,21210892
1014340,10/4/2019,14.75,21210874
1010438,10/4/2019,282.88,21210892
1007424,10/4/2019,153.63,21210876
1010533,10/4/2019,53.1,21210874
1025356,10/4/2019,68.12,21210892
1010862,10/4/2019,25.74,21210892
1014340,10/4/2019,29.5,21210874
1010533,10/4/2019,8.85,21210874
1010862,10/4/2019,1170,21210892
1009326,10/4/2019,18.9,21267538
1010862,10/4/2019,46.8,21210892
1010533,10/4/2019,14.75,21210874
1016427,10/4/2019,154.63,202652-02
1014340,10/4/2019,59,21210874
1009326,10/4/2019,21.6,21267538
1017722,10/4/2019,2570.2,207576-01
1014340,10/4/2019,29.5,21210874
1010533,10/4/2019,23.6,21210874
1009326,10/4/2019,67.86,21210892
1007604,10/4/2019,5792.15,21210892
1042068,10/4/2019,23.6,21210874
1017722,10/4/2019,2570.2,207414-03
1010533,10/4/2019,5.9,21210874
1007604,10/4/2019,5792.15,21210874
1014340,10/4/2019,29.5,21210874
1007502,10/4/2019,7.86,21210892
1007502,10/4/2019,39.3,21210892
1024653,10/4/2019,3301.41,10096
1008610,10/4/2019,243,21267538
1014340,10/4/2019,29.5,21210874
1010862,10/4/2019,54.99,21210892
1022566,10/4/2019,5127.12,30314
1014593,10/4/2019,26.1,21210892
1010862,10/4/2019,33.93,21210892
1022566,10/4/2019,5127.12,31029
1010862,10/4/2019,70.2,21210892
1007864,10/4/2019,14.8,21210874
1019337,10/4/2019,99.27,202652-02
1010862,10/4/2019,11.7,21210892
1007864,10/4/2019,8.1,21267538
1020537,10/4/2019,2221.44,2200-16200-122
1018532,10/4/2019,44542,2499-829-309
1014340,10/4/2019,44.25,21210874
1007864,10/4/2019,17.76,21210874
1014340,10/4/2019,20.65,21210874
1016010,10/4/2019,2319.5,207576-01
1007429,10/7/2019,490.24,2200-48560-012
1007429,10/7/2019,490.24,2200-48560-012
1007429,10/7/2019,490.24,2200-48450-025
1007864,10/4/2019,103.6,21210874
1007429,10/7/2019,490.24,2200-48450-025
1014340,10/4/2019,29.5,21210874
1017643,10/4/2019,73.44,174956
1031182,10/4/2019,121900,220-80E-00203
1037714,10/4/2019,324.7,1000-04
1014340,10/4/2019,141.6,21210874
1007424,10/4/2019,59,21210874
1019190,10/4/2019,1695.88,0473-279
1010862,10/4/2019,35.1,21210892
1014340,10/4/2019,14.75,21210874
1019190,10/4/2019,1695.88,14208-01
1019190,10/4/2019,1695.88,202652-02
1014340,10/4/2019,47.2,21210874
1016047,10/4/2019,6813.05,10945
1014340,10/4/2019,14.75,21210874
1016047,10/4/2019,6813.05,10941
1016047,10/4/2019,6813.05,16704
1014340,10/4/2019,29.5,21210874
1018325,10/4/2019,4234.36,16541
1018325,10/4/2019,4234.36,16542
1014340,10/4/2019,20.65,21210874
1018325,10/4/2019,4234.36,16534
1014340,10/4/2019,112.1,21210874
1014340,10/4/2019,23.6,21210874
1014340,10/4/2019,41.3,21210874
1023067,10/4/2019,4786.22,2215-71937-001
1014340,10/4/2019,29.5,21210874
1023067,10/4/2019,4786.22,2215-00286-003
1020737,10/4/2019,3559.5,292606J
1014340,10/4/2019,85.55,21210874
1020737,10/4/2019,3559.5,292613
1014340,10/4/2019,59,21210874
1039552,10/4/2019,41.5,207576-01
1017608,10/4/2019,12399.9,202581-01
1014340,10/4/2019,35.4,21210874
1019337,10/4/2019,87.8,209745-101
1022636,10/4/2019,2764.57,284082
1022636,10/4/2019,2764.57,284080
1022636,10/4/2019,2764.57,282630
1017657,10/4/2019,1106.09,230044
1017657,10/4/2019,1106.09,230194
1014340,10/4/2019,144.55,21210874
1024661,10/4/2019,486.4,209745-101
1017608,10/4/2019,2479.98,202581-01
1016010,10/4/2019,1083.95,205300-01
1014340,10/4/2019,8.85,21210874
1017186,10/3/2019,69275,2068
1019337,10/4/2019,75.8,209744-101
1016158,10/4/2019,1023,2200-30900-025
1030343,10/4/2019,459.32,209745-101
1014340,10/4/2019,11.8,21210874
1007429,10/7/2019,1423.21,2200-66070-001
1022139,10/4/2019,217.75,207576-01
1007429,10/7/2019,1423.21,2200-66070-001
1012612,10/6/2019,29824.2,01-SSC-1560
1014340,10/4/2019,14.75,21210874
1016010,10/4/2019,4240,202652-04
1021188,10/7/2019,6123.03,14101-75
1014340,10/4/2019,118,21210874
1016874,10/4/2019,73.4,204880-01
1021188,10/7/2019,6123.03,14101-75
1018490,10/4/2019,14829.9,16567
1022139,10/4/2019,399.5,207576-01
1014340,10/4/2019,14.75,21210874
1013312,10/6/2019,2536.56,01-SSC-1471
1007429,10/8/2019,207.65,2200-48450-025
1007429,10/8/2019,207.65,2200-48450-025
1014340,10/4/2019,59,21210874
1014340,10/4/2019,103.25,21210874
1039533,10/4/2019,492.19,20952003
1039552,10/4/2019,20.25,209745-101
1014340,10/4/2019,38.35,21210874
1017608,10/4/2019,12399.9,202581-01
1017643,10/4/2019,63.54,275618
1037687,10/4/2019,5254.53,20952065
1014340,10/4/2019,2.95,21210874
1011857,10/6/2019,895.76,01-SSC-0688
1023007,10/4/2019,377.42,207576-01
1007429,10/7/2019,6250.42,2200-48500-025
1007429,10/7/2019,250.04,2200-48500-025
1007429,10/7/2019,6250.42,2200-48500-025
1014340,10/4/2019,29.5,21210874
1007429,10/7/2019,250.04,2200-48500-025
1020537,10/4/2019,277.68,2200-16200-122
1007429,10/5/2019,830.6,2200-48450-025
1041673,10/7/2019,95.39,20350244
1007429,10/5/2019,830.6,2200-48450-025
1007429,10/7/2019,6250.42,2200-66070-001
1014340,10/4/2019,47.2,21210874
1019337,10/7/2019,194.54,202652-02
1021887,10/4/2019,292.6,10304
1007429,10/7/2019,6250.42,2200-66070-001
1021104,10/4/2019,255.18,201859-01
1021367,10/7/2019,910.46,10033
1014340,10/4/2019,103.25,21210874
1021367,10/7/2019,910.46,16561
1021120,10/4/2019,23038.08,2200-48300-025
1007429,10/8/2019,207.65,2200-48450-025
1012612,10/7/2019,5458.36,02-SSC-1843
1007429,10/8/2019,207.65,2200-48450-025
1014340,10/4/2019,14.75,21210874
1021120,10/4/2019,23038.08,2200-48450-025
1038427,10/7/2019,61690,206110-101
1026585,10/7/2019,3511.72,2200-66070-019
1038427,10/7/2019,61690,202652-04
1021120,10/4/2019,23038.08,2200-40000-001
1007429,10/8/2019,415.3,2200-48450-025
1016462,10/7/2019,425.5,271607
1007429,10/8/2019,415.3,2200-48450-025
1007429,10/8/2019,242.52,2200-48500-025
1014340,10/4/2019,29.5,21210874
1007429,10/8/2019,242.52,2302-48500-025
1016047,10/7/2019,133.3,10304
1021120,10/4/2019,23038.08,2200-48350-025
1019165,10/7/2019,2192.58,31029
1020166,10/7/2019,178.04,209745-101
1007429,10/8/2019,3499.98,2200-66070-001
1014340,10/4/2019,29.5,21210874
1007429,10/8/2019,3499.98,2200-66070-001
1021120,10/4/2019,23038.08,2200-46350-025
1007429,10/7/2019,37.47,2200-48560-012
1007429,10/8/2019,3499.98,2200-48500-025
1007429,10/7/2019,37.47,2200-48560-012
1007429,10/8/2019,3499.98,2200-48500-025
1021120,10/4/2019,23038.08,2200-15600-001
1022483,10/4/2019,1584.85,14201-40
1007429,10/9/2019,2076.5,2200-48450-025
1022483,10/4/2019,1584.85,14401-21
1021887,10/7/2019,835.38,31029
1007429,10/9/2019,2076.5,2200-48450-025
1021120,10/4/2019,23038.08,2200-48500-025
1016047,10/7/2019,1701,16566
1021777,10/4/2019,224.4,275611
1021120,10/4/2019,23038.08,2200-48400-025
1020578,10/7/2019,234.9,271638
1021190,10/7/2019,76.14,206110-101
1021777,10/4/2019,224.4,275618
1021431,10/7/2019,1325.45,206110-101
1040426,10/7/2019,665.6,20329239
1021120,10/4/2019,23038.08,2200-40450-025
1015820,10/7/2019,285.89,233348J
1015820,10/7/2019,285.89,233420J
1040426,10/7/2019,665.6,20952005
1022059,10/7/2019,36.74,209751-101
1015670,10/4/2019,134.16,207576-01
1021190,10/4/2019,44.56,207576-01
1007429,10/7/2019,415.3,2200-48450-025
1040587,10/4/2019,3093.8,20952003
1007429,10/7/2019,415.3,2200-48450-025
1039533,10/7/2019,344.3,20952065
1041861,10/4/2019,415.9,202652-01
1022157,10/7/2019,973.36,2200-66070-001
1024617,10/4/2019,1185.17,10034
1015876,10/4/2019,3549.88,293656
1024617,10/4/2019,1185.17,16532
1039533,10/8/2019,40479.81,20350247
1016010,10/7/2019,2594.47,207414-03
1019337,10/4/2019,46.54,207576-01
1039533,10/8/2019,40479.81,203504351
1037279,10/4/2019,186.72,14201-10
1015876,10/4/2019,3549.88,293656
1039533,10/8/2019,40479.81,20351489
1016010,10/7/2019,2594.47,207577-01
1037714,10/7/2019,5438.01,10945
1037714,10/7/2019,5438.01,10311
1037714,10/7/2019,5438.01,16175
1020470,10/4/2019,1072.4,2200-30900-025
1039533,10/8/2019,40479.81,20952065
1037714,10/7/2019,5438.01,10941
1037714,10/7/2019,5438.01,10096
1016479,10/4/2019,41395.29,293108
1039533,10/8/2019,40479.81,20351208
1019922,10/7/2019,229.56,2200-30900-025
1015876,10/4/2019,3549.88,293200
1016479,10/4/2019,41395.29,292592
1039533,10/8/2019,40479.81,20952005
1021190,10/7/2019,76.14,206110-101
1021481,10/8/2019,734.8,209747-101
1015876,10/4/2019,3549.88,293200
1016479,10/4/2019,41395.29,292592
1015876,10/4/2019,3549.88,262690
1039952,10/8/2019,84.96,20329240
1015876,10/4/2019,3549.88,262692
1016429,10/7/2019,107655.47,251835J
1016479,10/4/2019,41395.29,293720J
1016429,10/7/2019,107655.47,238125
1015876,10/4/2019,3549.88,293212
1016479,10/4/2019,41395.29,292585J
1016429,10/7/2019,107655.47,238124
1015876,10/4/2019,3549.88,293110
1016429,10/7/2019,107655.47,302233
1016429,10/7/2019,107655.47,291097
1016479,10/4/2019,41395.29,292585J
1016429,10/7/2019,107655.47,302234
1015876,10/4/2019,3549.88,293650J
1016479,10/4/2019,41395.29,293198
1015876,10/4/2019,3549.88,293650J
1016429,10/7/2019,107655.47,302391
1015876,10/4/2019,3549.88,293116
1016479,10/4/2019,41395.29,293210
1016429,10/7/2019,107655.47,271984
1019337,10/8/2019,20.76,209745-101
1016479,10/4/2019,41395.29,284959
1021952,10/4/2019,1037.4,271629
1016429,10/7/2019,107655.47,249956J
1016843,10/8/2019,80.8,202580-01
1016479,10/4/2019,41395.29,293726
1016429,10/7/2019,107655.47,249956J
1017643,10/4/2019,31.77,275618
1020673,10/8/2019,169.68,2200-48500-019
1019337,10/4/2019,104.56,209745-101
1016479,10/4/2019,41395.29,292604J
1015749,10/4/2019,7406,207326-02
1016429,10/7/2019,107655.47,300716
1017437,10/4/2019,6946.5,10094
1030033,10/8/2019,1128.27,201859-02
1015766,10/8/2019,109.75,230150J
1016479,10/4/2019,41395.29,292611
1022059,10/8/2019,92.49,206110-101
1020835,10/4/2019,39.21,209744-101
1022059,10/8/2019,53.6,207576-01
1017608,10/4/2019,6199.95,202581-01
1016429,10/7/2019,107655.47,291103
1016479,10/4/2019,41395.29,291734
1021234,10/8/2019,840.92,10960
1016429,10/7/2019,107655.47,232280
1016998,10/4/2019,155.77,185446
1016479,10/4/2019,41395.29,293684J
1016010,10/8/2019,8915.35,201853-02
1020824,10/7/2019,1630.16,20952062
1007429,10/7/2019,8673.5,2200-66070-001
1016010,10/8/2019,8915.35,27019-01
1016479,10/4/2019,41395.29,284960
1007429,10/7/2019,8673.5,2200-66070-001
1016429,10/7/2019,107655.47,207373
1007429,10/7/2019,8673.5,2200-65790-001
1022260,10/8/2019,3855.97,271635
1007429,10/7/2019,8673.5,2200-48450-025
1019345,10/9/2019,281.26,202652-02
1007429,10/7/2019,8673.5,2200-48450-025
1016479,10/4/2019,41395.29,293690
1007429,10/5/2019,9967.2,2200-48450-025
1016429,10/7/2019,107655.47,249978J
1007429,10/9/2019,235.34,2200-48450-019
1007429,10/5/2019,9967.2,2200-48450-025
1007429,10/9/2019,449.4,2200-46350-025
1016479,10/4/2019,41395.29,293114
1007429,10/9/2019,449.4,2200-46350-025
1016429,10/7/2019,107655.47,302271
1010215,10/7/2019,121575.28,304033
1016479,10/4/2019,41395.29,291727
1006589,10/9/2019,6742.26,239471
1016429,10/7/2019,107655.47,250952J
1020737,10/4/2019,2086.8,284955
1010215,10/7/2019,121575.28,185579
1016429,10/7/2019,107655.47,228484
1016429,10/7/2019,107655.47,250958
1016429,10/7/2019,107655.47,207371
1020737,10/4/2019,2086.8,292611
1006589,10/9/2019,6742.26,304033
1016429,10/7/2019,107655.47,249964
1010215,10/7/2019,121575.28,185579
1016429,10/7/2019,107655.47,249964
1020737,10/4/2019,2086.8,292604J
1021998,10/9/2019,2886.78,185579
1016429,10/7/2019,107655.47,232253
1016429,10/7/2019,107655.47,300717
1020737,10/4/2019,2086.8,240028J
1016429,10/7/2019,107655.47,249999
1021998,10/9/2019,2886.78,185446
1010215,10/7/2019,121575.28,185446
1020737,10/4/2019,2086.8,240034J
1016429,10/7/2019,107655.47,302235
1007429,10/9/2019,1453.55,2200-48450-025
1007429,10/9/2019,1453.55,2200-48450-025
1010215,10/7/2019,121575.28,185446
1022432,10/9/2019,26749.78,10411
1020737,10/4/2019,2086.8,294098J
1010215,10/7/2019,121575.28,262710
1019337,10/9/2019,20.76,209745-101
1020737,10/4/2019,2086.8,284956
1040700,10/7/2019,113.28,20329240
1020737,10/4/2019,2086.8,294104
1027237,10/8/2019,163.2,273900
1016952,10/9/2019,216865,10094
1020737,10/4/2019,2086.8,262690
1022613,10/7/2019,42189.99,16538
1021976,10/9/2019,92.49,206110-101
1019337,10/8/2019,20.76,209745-101
1016754,10/8/2019,234.75,275618
1022613,10/7/2019,42189.99,10033
1023792,10/4/2019,6067.86,2200-64390-002
1019337,10/9/2019,65.37,207414-03
1037222,10/9/2019,3183.05,293672
1037222,10/9/2019,3183.05,292592
1021188,10/7/2019,7605,209749-101
1018708,10/8/2019,757.08,271637
1037222,10/9/2019,3183.05,293648
1037222,10/9/2019,3183.05,292604
1023792,10/4/2019,6067.86,2200-64390-002
1037222,10/9/2019,3183.05,262690
1037222,10/9/2019,3183.05,292585
1014945,10/8/2019,2392.39,271611
1037222,10/9/2019,3183.05,292478
1037222,10/9/2019,3183.05,292478
1023792,10/4/2019,6067.86,2457-63542-001
1037222,10/9/2019,3183.05,262691
1037222,10/9/2019,3183.05,293666
1012612,10/7/2019,2817.75,01-SSC-1460
1037222,10/9/2019,3183.05,292471
1042125,10/7/2019,92.49,206110-101
1037222,10/9/2019,3183.05,292611
1037222,10/9/2019,3183.05,293654
1023792,10/4/2019,6067.86,2457-63542-001
1021887,10/8/2019,278.46,31029
1037222,10/9/2019,3183.05,292471
1007429,10/8/2019,207.65,2200-48450-025
1037222,10/9/2019,3183.05,230168
1007429,10/8/2019,207.65,2200-48450-025
1037222,10/9/2019,3183.05,255557
1037222,10/9/2019,3183.05,230018
1019794,10/8/2019,425.84,275657
1014945,10/7/2019,6787.26,271611
1020947,10/7/2019,614.07,271635
1019794,10/8/2019,425.84,275611
1007429,10/9/2019,6250.42,2200-48500-025
1007429,10/9/2019,6250.42,2200-48500-025
1020984,10/9/2019,4324.08,10096
1007429,10/9/2019,6250.42,2200-66070-001
1007429,10/9/2019,6250.42,2200-66070-001
1021190,10/7/2019,56.68,2399-823-109
1018171,10/7/2019,4374.44,275615
1021976,10/7/2019,92.49,206110-101
1020984,10/9/2019,4324.08,16177
1015609,10/14/2019,367716.69,10051H
1015609,10/14/2019,367716.69,17404
1021007,10/8/2019,2425.12,31013
1017437,10/8/2019,4350.8,10094
1015836,10/7/2019,120.96,2129-82-04
1017437,10/8/2019,4350.8,10094
1015609,10/14/2019,367716.69,10070H
1020984,10/9/2019,4324.08,10945
1015459,10/7/2019,720,266111
1021007,10/8/2019,1818.84,31013
1015609,10/14/2019,367716.69,10070H
1037687,10/8/2019,2503.95,20952075
1020984,10/9/2019,4324.08,16169
1037687,10/8/2019,2503.95,20350236
1015459,10/7/2019,720,271635
1020984,10/9/2019,4324.08,10951
1022897,10/9/2019,134563.2,185579
1022897,10/9/2019,134563.2,185446
1037687,10/8/2019,2503.95,20952005
1022897,10/9/2019,134563.2,304033
1021190,10/4/2019,229.84,2215-61727-001
1015609,10/14/2019,367716.69,10033
1016047,10/8/2019,4418.81,10945
1039952,10/16/2019,109.92,20952002
1016047,10/8/2019,4418.81,16704
1015560,10/7/2019,1073.7,271635
1021190,10/16/2019,76.14,206110-101
1016047,10/8/2019,4418.81,10941
1015609,10/14/2019,367716.69,10305
1020820,10/7/2019,365.05,26716-01
1021033,10/8/2019,75744.85,31029
1015609,10/14/2019,367716.69,10305
1016843,10/16/2019,328.8,201859-02
1007429,10/9/2019,207.65,2200-48450-025
1007429,10/9/2019,207.65,2200-48450-025
1007429,10/8/2019,2491.8,2200-48450-025
1015609,10/14/2019,367716.69,10301
1021033,10/8/2019,75744.85,31029
1007429,10/8/2019,2491.8,2200-48450-025
1015609,10/14/2019,367716.69,10301
1021033,10/8/2019,75744.85,31029
1016011,10/7/2019,3530.03,16531
1016843,10/16/2019,328.8,201859-02
1015609,10/14/2019,367716.69,16535
1021033,10/8/2019,75744.85,30519
1037515,10/16/2019,49320,202678-02
1015745,10/7/2019,461.6,307323
1016429,10/7/2019,18.46,232253
1016429,10/7/2019,18.46,292473J
1037515,10/16/2019,49320,202652-02
1016429,10/7/2019,18.46,292480
1021033,10/8/2019,75744.85,30519
1039952,10/8/2019,28.32,20329240
1021033,10/8/2019,75744.85,30519
1007429,10/9/2019,1453.55,2200-48450-025
1006637,10/7/2019,6956.37,MT9234ZBA-IEC-OBM
1007429,10/9/2019,1453.55,2200-48450-025
1021190,10/16/2019,20.31,209745-101
1006478,10/7/2019,7719,WGGS-JUN-AOH-SVC-RTF-SRX550
1024653,10/8/2019,511.8,10096
1017205,10/8/2019,173.36,203946-02
1021033,10/8/2019,75744.85,30519
1006478,10/7/2019,7719,WGGS-JUN-AOH-SVC-RTF-SSG550M
1030090,10/16/2019,879.28,209745-101
1021033,10/8/2019,75744.85,30520
1030343,10/8/2019,604.66,209745-101
1015987,10/16/2019,2453.88,10301
1021033,10/8/2019,75744.85,30520
1021724,10/8/2019,106.04,174956
1006478,10/7/2019,7719,WGGS-JUN-AOH-SVC-RTF-SSG550M
1021033,10/8/2019,75744.85,30520
1021724,10/8/2019,106.04,229444
1007896,10/9/2019,16518.32,184716
1007896,10/9/2019,16518.32,259401
1015987,10/16/2019,2453.88,16542
1006478,10/7/2019,7719,WGEM-JUN-AOH-SVC-RTF-SRX550
1007896,10/9/2019,16518.32,184856
1021033,10/8/2019,75744.85,30520
1007896,10/9/2019,16518.32,232301
1021033,10/8/2019,75744.85,30518
1015987,10/16/2019,2453.88,16535
1006478,10/7/2019,7719,WGEM-JUN-AOH-SVC-RTF-SRX550
1007896,10/9/2019,16518.32,307408
1021033,10/8/2019,75744.85,30518
1021952,10/16/2019,13590.89,271629
1006478,10/7/2019,7719,WGGS-JUN-AOH-SVC-RTF-SSG350
1007896,10/9/2019,16518.32,231820
1021033,10/8/2019,75744.85,30518
1021259,10/16/2019,107.1,202652-03
1006478,10/7/2019,7719,WGGS-JUN-AOH-SVC-RTF-SRX340HW
1020397,10/16/2019,1244.04,16523
1021033,10/8/2019,75744.85,31032
1020397,10/16/2019,1244.04,16531
1019337,10/8/2019,20.76,209745-101
1041224,10/16/2019,3114.99,15454-M10X10GLC-RF
1021033,10/8/2019,75744.85,31032
1007429,10/18/2019,885.88,2200-48450-025
1006478,10/7/2019,7719,WGGS-JUN-AOH-SVC-RTF-SRX550
1007429,10/18/2019,885.88,2200-48450-025
1021033,10/8/2019,75744.85,31032
1019438,10/16/2019,636.18,239350
1006478,10/7/2019,7719,WGEM-JUN-AOH-SVC-RTF-SRX340HW
1022523,10/8/2019,781.79,14201-43
1021033,10/8/2019,75744.85,31051
1015836,10/8/2019,61.04,2303-820-104
1006478,10/7/2019,7719,WGGS-JUN-SVC-SUP-SRX340JSB
1021033,10/8/2019,75744.85,30516
1019338,10/8/2019,1225.14,2200-16200-102
1007429,10/10/2019,207.65,2200-48450-025
1022432,10/16/2019,4142.64,30516
1007429,10/10/2019,207.65,2200-48450-025
1021033,10/8/2019,75744.85,30516
1016479,10/7/2019,0.05,284959J
1022157,10/8/2019,6825,202652-04
1021033,10/8/2019,75744.85,30516
1017643,10/8/2019,295.7,275619
1016479,10/7/2019,0.05,184716
1021033,10/8/2019,75744.85,31051
1039552,10/8/2019,41.5,207576-01
1022432,10/16/2019,4142.64,30135
1016479,10/7/2019,0.05,184716
1026284,10/9/2019,43.52,201859-02
1021033,10/8/2019,75744.85,31051
1016479,10/7/2019,0.05,307098
1021033,10/8/2019,75744.85,31051
1016939,10/8/2019,529.6,2200-48450-025
1022432,10/16/2019,4142.64,30315
1016479,10/7/2019,0.05,284960
1021385,10/8/2019,372,10411
1016479,10/7/2019,0.05,232253
1019776,10/8/2019,205.11,207414-03
1022432,10/16/2019,4142.64,31029
1005351,10/9/2019,15146,16054-M1-23
1020736,10/8/2019,11733.66,10051H
1016479,10/7/2019,0.05,232253
1021188,10/16/2019,230.78,14201-36
1020736,10/8/2019,11733.66,10051H
1040710,10/7/2019,20490,2200-48450-025
1018884,10/7/2019,15038.57,2201-52757-001
1020736,10/16/2019,4162.28,10304
1018884,10/7/2019,15038.57,2200-15600-001
1017926,10/9/2019,8744.91,257898
1017926,10/9/2019,8744.91,254970
1017926,10/9/2019,8744.91,241848
1017926,10/9/2019,8744.91,241848
1020736,10/8/2019,11733.66,10305
1017926,10/9/2019,8744.91,241848
1017926,10/9/2019,8744.91,288983
1021976,10/7/2019,92.49,206110-101
1017926,10/9/2019,8744.91,288983
1017926,10/9/2019,8744.91,288983
1020736,10/16/2019,4162.28,16535
1017926,10/9/2019,8744.91,288983
1017926,10/9/2019,8744.91,288983
1017926,10/9/2019,8744.91,236008
1017926,10/9/2019,8744.91,257886
1017926,10/9/2019,8744.91,249276
1007429,10/10/2019,432.35,2200-48300-025
1017926,10/9/2019,8744.91,249276
1020736,10/8/2019,11733.66,10304
1007429,10/10/2019,432.35,2200-48300-025
1017926,10/9/2019,8744.91,249276
1007429,10/10/2019,432.35,2200-48450-025
1017926,10/9/2019,8744.91,257910
1017926,10/9/2019,8744.91,291370
1020736,10/16/2019,4162.28,10051H
1017926,10/9/2019,8744.91,291370
1017926,10/9/2019,8744.91,291370
1017926,10/9/2019,8744.91,291370
1007429,10/10/2019,432.35,2200-48450-025
1017926,10/9/2019,8744.91,291370
1006726,10/17/2019,47795,WGGS-JUN-AOH-SVC-RTF-SRX1500JE
1017926,10/9/2019,8744.91,252227
1007429,10/10/2019,432.35,2200-46350-025
